Epoch: 0, Logs: {'loss': 182.43289184570312}
Epoch: 4000, Logs: {'loss': -0.23443982005119324}
Epoch: 8000, Logs: {'loss': -1.3748347759246826}
Epoch: 12000, Logs: {'loss': -3.3927154541015625}
Epoch: 16000, Logs: {'loss': -4.131649017333984}
Epoch: 20000, Logs: {'loss': -4.528505325317383}
Epoch: 24000, Logs: {'loss': -4.738864421844482}
Epoch: 28000, Logs: {'loss': -4.89306640625}
Epoch: 32000, Logs: {'loss': -5.005376815795898}
Epoch: 36000, Logs: {'loss': -5.08071756362915}
Epoch: 40000, Logs: {'loss': -5.126119136810303}
Epoch: 44000, Logs: {'loss': -5.149593353271484}
Epoch: 48000, Logs: {'loss': -5.15930700302124}
Epoch: 52000, Logs: {'loss': -5.162604331970215}
Epoch: 56000, Logs: {'loss': -5.163785934448242}
Epoch: 60000, Logs: {'loss': -5.16450309753418}
Epoch: 64000, Logs: {'loss': -5.165012359619141}
Epoch: 68000, Logs: {'loss': -5.165445327758789}
Epoch: 72000, Logs: {'loss': -5.165827751159668}
Epoch: 76000, Logs: {'loss': -5.166171073913574}
Epoch: 80000, Logs: {'loss': -5.166516304016113}
Epoch: 84000, Logs: {'loss': -5.166802406311035}
Epoch: 88000, Logs: {'loss': -5.167100429534912}
Epoch: 92000, Logs: {'loss': -5.167393684387207}
Epoch: 96000, Logs: {'loss': -5.167637825012207}
Epoch: 100000, Logs: {'loss': -5.167863368988037}
Epoch: 104000, Logs: {'loss': -5.167393684387207}
Epoch: 108000, Logs: {'loss': -5.1683759689331055}
Epoch: 112000, Logs: {'loss': -5.168597221374512}
Epoch: 116000, Logs: {'loss': -5.168806552886963}
Epoch: 120000, Logs: {'loss': -5.1690192222595215}
Epoch: 124000, Logs: {'loss': -5.1692094802856445}
Epoch: 128000, Logs: {'loss': -5.169403076171875}
Epoch: 132000, Logs: {'loss': -5.1695733070373535}
Epoch: 136000, Logs: {'loss': -5.169765949249268}
Epoch: 140000, Logs: {'loss': -5.169923305511475}
Epoch: 144000, Logs: {'loss': -5.1700897216796875}
Epoch: 148000, Logs: {'loss': -5.170116901397705}
Epoch: 152000, Logs: {'loss': -5.1687469482421875}
Epoch: 156000, Logs: {'loss': -5.170589923858643}
Epoch: 160000, Logs: {'loss': -5.170637130737305}
Epoch: 164000, Logs: {'loss': -5.170895576477051}
Epoch: 168000, Logs: {'loss': -5.17051887512207}
Epoch: 172000, Logs: {'loss': -5.171140670776367}
Epoch: 176000, Logs: {'loss': -5.171297550201416}
Epoch: 180000, Logs: {'loss': -5.171410083770752}
Epoch: 184000, Logs: {'loss': -5.171552658081055}
Epoch: 188000, Logs: {'loss': -5.171658515930176}
Epoch: 192000, Logs: {'loss': -5.171811103820801}
Epoch: 196000, Logs: {'loss': -5.171915054321289}
