Epoch: 0, Logs: {'loss': 569.6751098632812}
Epoch: 4000, Logs: {'loss': -2.122398853302002}
Epoch: 8000, Logs: {'loss': -5.042661190032959}
Epoch: 12000, Logs: {'loss': -5.65730094909668}
Epoch: 16000, Logs: {'loss': -5.692409992218018}
Epoch: 20000, Logs: {'loss': -5.742988109588623}
Epoch: 24000, Logs: {'loss': -5.920612812042236}
Epoch: 28000, Logs: {'loss': -6.06968879699707}
Epoch: 32000, Logs: {'loss': -6.1777873039245605}
Epoch: 36000, Logs: {'loss': -6.322337627410889}
Epoch: 40000, Logs: {'loss': -6.445455551147461}
Epoch: 44000, Logs: {'loss': -6.537259101867676}
Epoch: 48000, Logs: {'loss': -6.60753059387207}
Epoch: 52000, Logs: {'loss': -6.66267204284668}
Epoch: 56000, Logs: {'loss': -6.706790924072266}
Epoch: 60000, Logs: {'loss': -6.742711067199707}
Epoch: 64000, Logs: {'loss': -6.772342681884766}
Epoch: 68000, Logs: {'loss': -6.797152519226074}
Epoch: 72000, Logs: {'loss': -6.818315029144287}
Epoch: 76000, Logs: {'loss': -6.836785793304443}
Epoch: 80000, Logs: {'loss': -6.853274822235107}
Epoch: 84000, Logs: {'loss': -6.868361473083496}
Epoch: 88000, Logs: {'loss': -6.882376670837402}
Epoch: 92000, Logs: {'loss': -6.895504474639893}
Epoch: 96000, Logs: {'loss': -6.907828330993652}
Epoch: 100000, Logs: {'loss': -6.919403553009033}
Epoch: 104000, Logs: {'loss': -6.930221080780029}
Epoch: 108000, Logs: {'loss': -6.94024658203125}
Epoch: 112000, Logs: {'loss': -6.949559688568115}
Epoch: 116000, Logs: {'loss': -6.958126544952393}
Epoch: 120000, Logs: {'loss': -6.9660162925720215}
Epoch: 124000, Logs: {'loss': -6.973267555236816}
Epoch: 128000, Logs: {'loss': -6.979905128479004}
Epoch: 132000, Logs: {'loss': -6.985992431640625}
Epoch: 136000, Logs: {'loss': -6.991564750671387}
Epoch: 140000, Logs: {'loss': -6.996703624725342}
Epoch: 144000, Logs: {'loss': -7.00143575668335}
Epoch: 148000, Logs: {'loss': -7.005858898162842}
Epoch: 152000, Logs: {'loss': -7.010006427764893}
Epoch: 156000, Logs: {'loss': -7.013954162597656}
Epoch: 160000, Logs: {'loss': -7.017758369445801}
Epoch: 164000, Logs: {'loss': -7.021424770355225}
Epoch: 168000, Logs: {'loss': -7.025032043457031}
Epoch: 172000, Logs: {'loss': -7.028552532196045}
Epoch: 176000, Logs: {'loss': -7.032017707824707}
Epoch: 180000, Logs: {'loss': -7.035440444946289}
Epoch: 184000, Logs: {'loss': -7.03880500793457}
Epoch: 188000, Logs: {'loss': -7.0418853759765625}
Epoch: 192000, Logs: {'loss': -7.045417785644531}
Epoch: 196000, Logs: {'loss': -7.048656463623047}
