Epoch: 0, Logs: {'loss': 302.7430419921875}
Epoch: 4000, Logs: {'loss': -0.8752143979072571}
Epoch: 8000, Logs: {'loss': -1.3839839696884155}
Epoch: 12000, Logs: {'loss': -1.400300145149231}
Epoch: 16000, Logs: {'loss': -2.775425910949707}
Epoch: 20000, Logs: {'loss': -3.726236343383789}
Epoch: 24000, Logs: {'loss': -3.7812819480895996}
Epoch: 28000, Logs: {'loss': -3.824608564376831}
Epoch: 32000, Logs: {'loss': -3.8340237140655518}
Epoch: 36000, Logs: {'loss': -3.834115505218506}
Epoch: 40000, Logs: {'loss': -3.834116220474243}
Epoch: 44000, Logs: {'loss': -3.8341147899627686}
Epoch: 48000, Logs: {'loss': -3.8341169357299805}
Epoch: 52000, Logs: {'loss': -3.8340904712677}
Epoch: 56000, Logs: {'loss': -3.8341176509857178}
Epoch: 60000, Logs: {'loss': -3.8341140747070312}
Epoch: 64000, Logs: {'loss': -3.8340258598327637}
Epoch: 68000, Logs: {'loss': -3.8341100215911865}
Epoch: 72000, Logs: {'loss': -3.834108591079712}
Epoch: 76000, Logs: {'loss': -3.8339688777923584}
Epoch: 80000, Logs: {'loss': -3.8341197967529297}
Epoch: 84000, Logs: {'loss': -3.8341100215911865}
Epoch: 88000, Logs: {'loss': -3.8341164588928223}
Epoch: 92000, Logs: {'loss': -3.834111213684082}
Epoch: 96000, Logs: {'loss': -3.834116220474243}
Epoch: 100000, Logs: {'loss': -3.8341100215911865}
Epoch: 104000, Logs: {'loss': -3.834069013595581}
Epoch: 108000, Logs: {'loss': -3.834109306335449}
Epoch: 112000, Logs: {'loss': -3.834118366241455}
Epoch: 116000, Logs: {'loss': -3.8341126441955566}
Epoch: 120000, Logs: {'loss': -3.8341078758239746}
Epoch: 124000, Logs: {'loss': -3.8339197635650635}
Epoch: 128000, Logs: {'loss': -3.8341197967529297}
Epoch: 132000, Logs: {'loss': -3.8341169357299805}
Epoch: 136000, Logs: {'loss': -3.8341193199157715}
Epoch: 140000, Logs: {'loss': -3.8341031074523926}
Epoch: 144000, Logs: {'loss': -3.834113359451294}
Epoch: 148000, Logs: {'loss': -3.8341104984283447}
Epoch: 152000, Logs: {'loss': -3.8341026306152344}
Epoch: 156000, Logs: {'loss': -3.8341057300567627}
Epoch: 160000, Logs: {'loss': -3.834001064300537}
Epoch: 164000, Logs: {'loss': -3.834120988845825}
Epoch: 168000, Logs: {'loss': -3.834109306335449}
Epoch: 172000, Logs: {'loss': -3.8341119289398193}
Epoch: 176000, Logs: {'loss': -3.834099769592285}
Epoch: 180000, Logs: {'loss': -3.834108591079712}
Epoch: 184000, Logs: {'loss': -3.8341119289398193}
Epoch: 188000, Logs: {'loss': -3.8341047763824463}
Epoch: 192000, Logs: {'loss': -3.8341164588928223}
Epoch: 196000, Logs: {'loss': -3.8341126441955566}
