Epoch: 0, Logs: {'loss': 1308.869140625}
Epoch: 2000, Logs: {'loss': -10.873151779174805}
Epoch: 4000, Logs: {'loss': -15.37904167175293}
Epoch: 6000, Logs: {'loss': -20.64543342590332}
Epoch: 8000, Logs: {'loss': -24.972471237182617}
Epoch: 10000, Logs: {'loss': -27.280675888061523}
Epoch: 12000, Logs: {'loss': -35.027618408203125}
Epoch: 14000, Logs: {'loss': -48.546470642089844}
Epoch: 16000, Logs: {'loss': -55.45498275756836}
Epoch: 18000, Logs: {'loss': -59.2398796081543}
Epoch: 20000, Logs: {'loss': -61.42914962768555}
Epoch: 22000, Logs: {'loss': -62.69267272949219}
Epoch: 24000, Logs: {'loss': -63.43436813354492}
Epoch: 26000, Logs: {'loss': -63.89716339111328}
Epoch: 28000, Logs: {'loss': -64.20909118652344}
Epoch: 30000, Logs: {'loss': -64.43769836425781}
Epoch: 32000, Logs: {'loss': -64.61952209472656}
Epoch: 34000, Logs: {'loss': -64.76925659179688}
Epoch: 36000, Logs: {'loss': -64.89744567871094}
Epoch: 38000, Logs: {'loss': -65.00978088378906}
Epoch: 40000, Logs: {'loss': -65.10916137695312}
Epoch: 42000, Logs: {'loss': -65.1998291015625}
Epoch: 44000, Logs: {'loss': -65.28084564208984}
Epoch: 46000, Logs: {'loss': -65.35667419433594}
Epoch: 48000, Logs: {'loss': -65.42505645751953}
Epoch: 50000, Logs: {'loss': -65.49019622802734}
Epoch: 52000, Logs: {'loss': -65.55068969726562}
Epoch: 54000, Logs: {'loss': -65.60684967041016}
Epoch: 56000, Logs: {'loss': -65.66255187988281}
Epoch: 58000, Logs: {'loss': -65.7612075805664}
Epoch: 60000, Logs: {'loss': -65.82228088378906}
Epoch: 62000, Logs: {'loss': -65.877685546875}
Epoch: 64000, Logs: {'loss': -65.9270248413086}
Epoch: 66000, Logs: {'loss': -65.97294616699219}
Epoch: 68000, Logs: {'loss': -66.01377868652344}
Epoch: 70000, Logs: {'loss': -66.05294799804688}
Epoch: 72000, Logs: {'loss': -66.08714294433594}
Epoch: 74000, Logs: {'loss': -66.11910247802734}
Epoch: 76000, Logs: {'loss': -66.14838409423828}
Epoch: 78000, Logs: {'loss': -66.17305755615234}
Epoch: 80000, Logs: {'loss': -66.1996078491211}
Epoch: 82000, Logs: {'loss': -66.22195434570312}
Epoch: 84000, Logs: {'loss': -66.24372863769531}
Epoch: 86000, Logs: {'loss': -66.26397705078125}
Epoch: 88000, Logs: {'loss': -66.2840347290039}
Epoch: 90000, Logs: {'loss': -66.30239868164062}
Epoch: 92000, Logs: {'loss': -66.32311248779297}
Epoch: 94000, Logs: {'loss': -66.34120178222656}
Epoch: 96000, Logs: {'loss': -66.35850524902344}
Epoch: 98000, Logs: {'loss': -66.3750228881836}
