Epoch: 0, Logs: {'loss': 3052.06591796875}
Epoch: 2000, Logs: {'loss': -2342.8134765625}
Epoch: 4000, Logs: {'loss': -3668.7373046875}
Epoch: 6000, Logs: {'loss': -4397.5166015625}
Epoch: 8000, Logs: {'loss': -4943.9951171875}
Epoch: 10000, Logs: {'loss': -5402.5068359375}
Epoch: 12000, Logs: {'loss': -5705.861328125}
Epoch: 14000, Logs: {'loss': -5904.72265625}
Epoch: 16000, Logs: {'loss': -5961.77734375}
Epoch: 18000, Logs: {'loss': -5979.60546875}
Epoch: 20000, Logs: {'loss': -5986.43994140625}
Epoch: 22000, Logs: {'loss': -5989.6552734375}
Epoch: 24000, Logs: {'loss': -5991.4609375}
Epoch: 26000, Logs: {'loss': -5992.54638671875}
Epoch: 28000, Logs: {'loss': -5993.3095703125}
Epoch: 30000, Logs: {'loss': -5993.9033203125}
Epoch: 32000, Logs: {'loss': -5994.2705078125}
Epoch: 34000, Logs: {'loss': -5994.671875}
Epoch: 36000, Logs: {'loss': -5994.9091796875}
Epoch: 38000, Logs: {'loss': -5995.2333984375}
Epoch: 40000, Logs: {'loss': -5995.41357421875}
Epoch: 42000, Logs: {'loss': -5995.5390625}
Epoch: 44000, Logs: {'loss': -5995.697265625}
Epoch: 46000, Logs: {'loss': -5995.8759765625}
Epoch: 48000, Logs: {'loss': -5996.00439453125}
Epoch: 50000, Logs: {'loss': -5996.1240234375}
Epoch: 52000, Logs: {'loss': -5996.185546875}
Epoch: 54000, Logs: {'loss': -5996.2958984375}
Epoch: 56000, Logs: {'loss': -5996.427734375}
Epoch: 58000, Logs: {'loss': -5996.47265625}
Epoch: 60000, Logs: {'loss': -5996.509765625}
Epoch: 62000, Logs: {'loss': -5996.587890625}
Epoch: 64000, Logs: {'loss': -5996.62109375}
Epoch: 66000, Logs: {'loss': -5996.75}
Epoch: 68000, Logs: {'loss': -5996.8466796875}
Epoch: 70000, Logs: {'loss': -5996.8818359375}
Epoch: 72000, Logs: {'loss': -5996.92578125}
Epoch: 74000, Logs: {'loss': -5996.9677734375}
Epoch: 76000, Logs: {'loss': -5997.02197265625}
Epoch: 78000, Logs: {'loss': -5996.88623046875}
Epoch: 80000, Logs: {'loss': -5997.0537109375}
Epoch: 82000, Logs: {'loss': -5996.98974609375}
Epoch: 84000, Logs: {'loss': -5996.89013671875}
Epoch: 86000, Logs: {'loss': -5997.1640625}
Epoch: 88000, Logs: {'loss': -5996.92578125}
Epoch: 90000, Logs: {'loss': -5997.24609375}
Epoch: 92000, Logs: {'loss': -5997.2529296875}
Epoch: 94000, Logs: {'loss': -5997.29345703125}
Epoch: 96000, Logs: {'loss': -5997.2861328125}
Epoch: 98000, Logs: {'loss': -5997.33837890625}
