Epoch: 0, Logs: {'loss': 292.86273193359375}
Epoch: 4000, Logs: {'loss': -2.778782844543457}
Epoch: 8000, Logs: {'loss': -2.9499576091766357}
Epoch: 12000, Logs: {'loss': -3.003617286682129}
Epoch: 16000, Logs: {'loss': -3.0059237480163574}
Epoch: 20000, Logs: {'loss': -3.0059542655944824}
Epoch: 24000, Logs: {'loss': -3.006032943725586}
Epoch: 28000, Logs: {'loss': -3.0210461616516113}
Epoch: 32000, Logs: {'loss': -4.781839370727539}
Epoch: 36000, Logs: {'loss': -5.239041328430176}
Epoch: 40000, Logs: {'loss': -5.342043399810791}
Epoch: 44000, Logs: {'loss': -5.415291786193848}
Epoch: 48000, Logs: {'loss': -5.464067459106445}
Epoch: 52000, Logs: {'loss': -5.495228290557861}
Epoch: 56000, Logs: {'loss': -5.514894485473633}
Epoch: 60000, Logs: {'loss': -5.530559539794922}
Epoch: 64000, Logs: {'loss': -5.54647970199585}
Epoch: 68000, Logs: {'loss': -5.563091278076172}
Epoch: 72000, Logs: {'loss': -5.5794782638549805}
Epoch: 76000, Logs: {'loss': -5.595516681671143}
Epoch: 80000, Logs: {'loss': -5.6107916831970215}
Epoch: 84000, Logs: {'loss': -5.625178337097168}
Epoch: 88000, Logs: {'loss': -5.638566017150879}
Epoch: 92000, Logs: {'loss': -5.651199817657471}
Epoch: 96000, Logs: {'loss': -5.66272497177124}
Epoch: 100000, Logs: {'loss': -5.673498630523682}
Epoch: 104000, Logs: {'loss': -5.683457851409912}
Epoch: 108000, Logs: {'loss': -5.69269323348999}
Epoch: 112000, Logs: {'loss': -5.701152801513672}
Epoch: 116000, Logs: {'loss': -5.709125995635986}
Epoch: 120000, Logs: {'loss': -5.716506004333496}
Epoch: 124000, Logs: {'loss': -5.723319053649902}
Epoch: 128000, Logs: {'loss': -5.729689598083496}
Epoch: 132000, Logs: {'loss': -5.735800743103027}
Epoch: 136000, Logs: {'loss': -5.74135684967041}
Epoch: 140000, Logs: {'loss': -5.746646404266357}
Epoch: 144000, Logs: {'loss': -5.751753807067871}
Epoch: 148000, Logs: {'loss': -5.756545543670654}
Epoch: 152000, Logs: {'loss': -5.760901927947998}
Epoch: 156000, Logs: {'loss': -5.7652812004089355}
Epoch: 160000, Logs: {'loss': -5.7693867683410645}
Epoch: 164000, Logs: {'loss': -5.773377895355225}
Epoch: 168000, Logs: {'loss': -5.777146339416504}
Epoch: 172000, Logs: {'loss': -5.780599117279053}
Epoch: 176000, Logs: {'loss': -5.784254550933838}
Epoch: 180000, Logs: {'loss': -5.787601947784424}
Epoch: 184000, Logs: {'loss': -5.790730953216553}
Epoch: 188000, Logs: {'loss': -5.793951511383057}
Epoch: 192000, Logs: {'loss': -5.797059059143066}
Epoch: 196000, Logs: {'loss': -5.799998760223389}
