Epoch: 0, Logs: {'loss': 411.05279541015625}
Epoch: 4000, Logs: {'loss': -2.2827539443969727}
Epoch: 8000, Logs: {'loss': -2.4616804122924805}
Epoch: 12000, Logs: {'loss': -3.1286585330963135}
Epoch: 16000, Logs: {'loss': -3.1661911010742188}
Epoch: 20000, Logs: {'loss': -3.5443058013916016}
Epoch: 24000, Logs: {'loss': -3.6728837490081787}
Epoch: 28000, Logs: {'loss': -3.744086980819702}
Epoch: 32000, Logs: {'loss': -3.77675461769104}
Epoch: 36000, Logs: {'loss': -3.84635591506958}
Epoch: 40000, Logs: {'loss': -4.3102827072143555}
Epoch: 44000, Logs: {'loss': -4.395860195159912}
Epoch: 48000, Logs: {'loss': -4.409448146820068}
Epoch: 52000, Logs: {'loss': -4.422917366027832}
Epoch: 56000, Logs: {'loss': -4.489040851593018}
Epoch: 60000, Logs: {'loss': -4.614237308502197}
Epoch: 64000, Logs: {'loss': -4.690195083618164}
Epoch: 68000, Logs: {'loss': -4.748936176300049}
Epoch: 72000, Logs: {'loss': -4.798055171966553}
Epoch: 76000, Logs: {'loss': -4.8414483070373535}
Epoch: 80000, Logs: {'loss': -4.880971908569336}
Epoch: 84000, Logs: {'loss': -4.917490005493164}
Epoch: 88000, Logs: {'loss': -4.951385498046875}
Epoch: 92000, Logs: {'loss': -4.982911109924316}
Epoch: 96000, Logs: {'loss': -5.012269973754883}
Epoch: 100000, Logs: {'loss': -5.039638519287109}
Epoch: 104000, Logs: {'loss': -5.0652384757995605}
Epoch: 108000, Logs: {'loss': -5.089298248291016}
Epoch: 112000, Logs: {'loss': -5.11202335357666}
Epoch: 116000, Logs: {'loss': -5.133604049682617}
Epoch: 120000, Logs: {'loss': -5.154205799102783}
Epoch: 124000, Logs: {'loss': -5.174059867858887}
Epoch: 128000, Logs: {'loss': -5.193241119384766}
Epoch: 132000, Logs: {'loss': -5.211846351623535}
Epoch: 136000, Logs: {'loss': -5.229961395263672}
Epoch: 140000, Logs: {'loss': -5.247653484344482}
Epoch: 144000, Logs: {'loss': -5.264951705932617}
Epoch: 148000, Logs: {'loss': -5.281926155090332}
Epoch: 152000, Logs: {'loss': -5.298551082611084}
Epoch: 156000, Logs: {'loss': -5.314896106719971}
Epoch: 160000, Logs: {'loss': -5.330911636352539}
Epoch: 164000, Logs: {'loss': -5.346543788909912}
Epoch: 168000, Logs: {'loss': -5.361968040466309}
Epoch: 172000, Logs: {'loss': -5.376987457275391}
Epoch: 176000, Logs: {'loss': -5.391766548156738}
Epoch: 180000, Logs: {'loss': -5.406188011169434}
Epoch: 184000, Logs: {'loss': -5.420320510864258}
Epoch: 188000, Logs: {'loss': -5.434161186218262}
Epoch: 192000, Logs: {'loss': -5.447702884674072}
Epoch: 196000, Logs: {'loss': -5.460967540740967}
