Epoch: 0, Logs: {'loss': 1115.1943359375}
Epoch: 4000, Logs: {'loss': -0.2880706191062927}
Epoch: 8000, Logs: {'loss': -0.44545334577560425}
Epoch: 12000, Logs: {'loss': -2.1482691764831543}
Epoch: 16000, Logs: {'loss': -2.2543845176696777}
Epoch: 20000, Logs: {'loss': -2.4667696952819824}
Epoch: 24000, Logs: {'loss': -3.4083614349365234}
Epoch: 28000, Logs: {'loss': -3.5311429500579834}
Epoch: 32000, Logs: {'loss': -3.5569846630096436}
Epoch: 36000, Logs: {'loss': -3.5706558227539062}
Epoch: 40000, Logs: {'loss': -3.580007553100586}
Epoch: 44000, Logs: {'loss': -3.5870511531829834}
Epoch: 48000, Logs: {'loss': -3.5927844047546387}
Epoch: 52000, Logs: {'loss': -3.597644567489624}
Epoch: 56000, Logs: {'loss': -3.601517915725708}
Epoch: 60000, Logs: {'loss': -3.6047492027282715}
Epoch: 64000, Logs: {'loss': -3.60778546333313}
Epoch: 68000, Logs: {'loss': -3.6103627681732178}
Epoch: 72000, Logs: {'loss': -3.6126065254211426}
Epoch: 76000, Logs: {'loss': -3.614656448364258}
Epoch: 80000, Logs: {'loss': -3.616459846496582}
Epoch: 84000, Logs: {'loss': -3.61800217628479}
Epoch: 88000, Logs: {'loss': -3.619569778442383}
Epoch: 92000, Logs: {'loss': -3.6210079193115234}
Epoch: 96000, Logs: {'loss': -3.622297763824463}
Epoch: 100000, Logs: {'loss': -3.6236181259155273}
Epoch: 104000, Logs: {'loss': -3.624661445617676}
Epoch: 108000, Logs: {'loss': -3.6258413791656494}
Epoch: 112000, Logs: {'loss': -3.6266939640045166}
Epoch: 116000, Logs: {'loss': -3.627654790878296}
Epoch: 120000, Logs: {'loss': -3.6282618045806885}
Epoch: 124000, Logs: {'loss': -3.629081964492798}
Epoch: 128000, Logs: {'loss': -3.629762649536133}
Epoch: 132000, Logs: {'loss': -3.6306040287017822}
Epoch: 136000, Logs: {'loss': -3.6308858394622803}
Epoch: 140000, Logs: {'loss': -3.631683349609375}
Epoch: 144000, Logs: {'loss': -3.631643772125244}
Epoch: 148000, Logs: {'loss': -3.6327078342437744}
Epoch: 152000, Logs: {'loss': -3.633319616317749}
Epoch: 156000, Logs: {'loss': -3.633857011795044}
Epoch: 160000, Logs: {'loss': -3.634237766265869}
Epoch: 164000, Logs: {'loss': -3.634636163711548}
Epoch: 168000, Logs: {'loss': -3.635169744491577}
Epoch: 172000, Logs: {'loss': -3.635655403137207}
Epoch: 176000, Logs: {'loss': -3.635998010635376}
Epoch: 180000, Logs: {'loss': -3.636434316635132}
Epoch: 184000, Logs: {'loss': -3.636838436126709}
Epoch: 188000, Logs: {'loss': -3.637226104736328}
Epoch: 192000, Logs: {'loss': -3.637558698654175}
Epoch: 196000, Logs: {'loss': -3.6378538608551025}
