Epoch: 0, Logs: {'loss': 2675.286376953125}
Epoch: 2000, Logs: {'loss': 0.12320387363433838}
Epoch: 4000, Logs: {'loss': -8.447046279907227}
Epoch: 6000, Logs: {'loss': -9.669209480285645}
Epoch: 8000, Logs: {'loss': -9.931832313537598}
Epoch: 10000, Logs: {'loss': -10.299324035644531}
Epoch: 12000, Logs: {'loss': -10.578764915466309}
Epoch: 14000, Logs: {'loss': -10.792797088623047}
Epoch: 16000, Logs: {'loss': -11.75782585144043}
Epoch: 18000, Logs: {'loss': -14.293457984924316}
Epoch: 20000, Logs: {'loss': -19.1519775390625}
Epoch: 22000, Logs: {'loss': -25.188045501708984}
Epoch: 24000, Logs: {'loss': -29.820789337158203}
Epoch: 26000, Logs: {'loss': -31.981525421142578}
Epoch: 28000, Logs: {'loss': -32.986568450927734}
Epoch: 30000, Logs: {'loss': -33.737205505371094}
Epoch: 32000, Logs: {'loss': -34.32439422607422}
Epoch: 34000, Logs: {'loss': -34.76545715332031}
Epoch: 36000, Logs: {'loss': -35.11471939086914}
Epoch: 38000, Logs: {'loss': -35.41096878051758}
Epoch: 40000, Logs: {'loss': -35.673980712890625}
Epoch: 42000, Logs: {'loss': -35.91517639160156}
Epoch: 44000, Logs: {'loss': -36.14222717285156}
Epoch: 46000, Logs: {'loss': -36.35856628417969}
Epoch: 48000, Logs: {'loss': -36.56300354003906}
Epoch: 50000, Logs: {'loss': -36.757720947265625}
Epoch: 52000, Logs: {'loss': -36.94166564941406}
Epoch: 54000, Logs: {'loss': -37.11564254760742}
Epoch: 56000, Logs: {'loss': -37.28042984008789}
Epoch: 58000, Logs: {'loss': -37.43364715576172}
Epoch: 60000, Logs: {'loss': -37.57767105102539}
Epoch: 62000, Logs: {'loss': -37.71125793457031}
Epoch: 64000, Logs: {'loss': -37.837318420410156}
Epoch: 66000, Logs: {'loss': -37.95409393310547}
Epoch: 68000, Logs: {'loss': -38.063148498535156}
Epoch: 70000, Logs: {'loss': -38.16512680053711}
Epoch: 72000, Logs: {'loss': -38.26034164428711}
Epoch: 74000, Logs: {'loss': -38.348487854003906}
Epoch: 76000, Logs: {'loss': -38.43142318725586}
Epoch: 78000, Logs: {'loss': -38.50885772705078}
Epoch: 80000, Logs: {'loss': -38.58198165893555}
Epoch: 82000, Logs: {'loss': -38.650142669677734}
Epoch: 84000, Logs: {'loss': -38.714595794677734}
Epoch: 86000, Logs: {'loss': -38.77422332763672}
Epoch: 88000, Logs: {'loss': -38.83213806152344}
Epoch: 90000, Logs: {'loss': -38.885475158691406}
Epoch: 92000, Logs: {'loss': -38.937255859375}
Epoch: 94000, Logs: {'loss': -38.985252380371094}
Epoch: 96000, Logs: {'loss': -39.03028869628906}
Epoch: 98000, Logs: {'loss': -39.073055267333984}
