Epoch: 0, Logs: {'loss': 9369.8193359375}
Epoch: 4000, Logs: {'loss': -0.4748424291610718}
Epoch: 8000, Logs: {'loss': -0.7510530352592468}
Epoch: 12000, Logs: {'loss': -1.0901004076004028}
Epoch: 16000, Logs: {'loss': -1.1879764795303345}
Epoch: 20000, Logs: {'loss': -1.4403254985809326}
Epoch: 24000, Logs: {'loss': -1.7629724740982056}
Epoch: 28000, Logs: {'loss': -2.34559965133667}
Epoch: 32000, Logs: {'loss': -2.813933849334717}
Epoch: 36000, Logs: {'loss': -3.2606754302978516}
Epoch: 40000, Logs: {'loss': -3.6511950492858887}
Epoch: 44000, Logs: {'loss': -3.8744823932647705}
Epoch: 48000, Logs: {'loss': -4.121561050415039}
Epoch: 52000, Logs: {'loss': -4.413815021514893}
Epoch: 56000, Logs: {'loss': -4.595483779907227}
Epoch: 60000, Logs: {'loss': -4.736804008483887}
Epoch: 64000, Logs: {'loss': -4.829156875610352}
Epoch: 68000, Logs: {'loss': -4.901916027069092}
Epoch: 72000, Logs: {'loss': -4.9664530754089355}
Epoch: 76000, Logs: {'loss': -5.02473258972168}
Epoch: 80000, Logs: {'loss': -5.077751159667969}
Epoch: 84000, Logs: {'loss': -5.127563953399658}
Epoch: 88000, Logs: {'loss': -5.174800395965576}
Epoch: 92000, Logs: {'loss': -5.219554901123047}
Epoch: 96000, Logs: {'loss': -5.262486934661865}
Epoch: 100000, Logs: {'loss': -5.303548336029053}
Epoch: 104000, Logs: {'loss': -5.342714309692383}
Epoch: 108000, Logs: {'loss': -5.380390644073486}
Epoch: 112000, Logs: {'loss': -5.4164814949035645}
Epoch: 116000, Logs: {'loss': -5.451303958892822}
Epoch: 120000, Logs: {'loss': -5.484529972076416}
Epoch: 124000, Logs: {'loss': -5.51664924621582}
Epoch: 128000, Logs: {'loss': -5.5480146408081055}
Epoch: 132000, Logs: {'loss': -5.578186988830566}
Epoch: 136000, Logs: {'loss': -5.607599258422852}
Epoch: 140000, Logs: {'loss': -5.636648178100586}
Epoch: 144000, Logs: {'loss': -5.665328502655029}
Epoch: 148000, Logs: {'loss': -5.694562911987305}
Epoch: 152000, Logs: {'loss': -5.724074840545654}
Epoch: 156000, Logs: {'loss': -5.7537665367126465}
Epoch: 160000, Logs: {'loss': -5.783941268920898}
Epoch: 164000, Logs: {'loss': -5.813439846038818}
Epoch: 168000, Logs: {'loss': -5.843697547912598}
Epoch: 172000, Logs: {'loss': -5.873241424560547}
Epoch: 176000, Logs: {'loss': -5.902341842651367}
Epoch: 180000, Logs: {'loss': -5.930625915527344}
Epoch: 184000, Logs: {'loss': -5.958240032196045}
Epoch: 188000, Logs: {'loss': -5.984896183013916}
Epoch: 192000, Logs: {'loss': -6.0109100341796875}
Epoch: 196000, Logs: {'loss': -6.035582542419434}
