Epoch: 0, Logs: {'loss': 3800.147705078125}
Epoch: 2000, Logs: {'loss': -3192.52001953125}
Epoch: 4000, Logs: {'loss': -4091.01123046875}
Epoch: 6000, Logs: {'loss': -4417.12353515625}
Epoch: 8000, Logs: {'loss': -4934.3955078125}
Epoch: 10000, Logs: {'loss': -5273.029296875}
Epoch: 12000, Logs: {'loss': -5441.056640625}
Epoch: 14000, Logs: {'loss': -5518.46875}
Epoch: 16000, Logs: {'loss': -5546.1513671875}
Epoch: 18000, Logs: {'loss': -5554.79833984375}
Epoch: 20000, Logs: {'loss': -5556.96923828125}
Epoch: 22000, Logs: {'loss': -5557.3701171875}
Epoch: 24000, Logs: {'loss': -5557.43603515625}
Epoch: 26000, Logs: {'loss': -5557.46484375}
Epoch: 28000, Logs: {'loss': -5557.4873046875}
Epoch: 30000, Logs: {'loss': -5557.50146484375}
Epoch: 32000, Logs: {'loss': -5557.52099609375}
Epoch: 34000, Logs: {'loss': -5557.53173828125}
Epoch: 36000, Logs: {'loss': -5557.5419921875}
Epoch: 38000, Logs: {'loss': -5557.5517578125}
Epoch: 40000, Logs: {'loss': -5557.5595703125}
Epoch: 42000, Logs: {'loss': -5557.56494140625}
Epoch: 44000, Logs: {'loss': -5557.54443359375}
Epoch: 46000, Logs: {'loss': -5557.5751953125}
Epoch: 48000, Logs: {'loss': -5557.5810546875}
Epoch: 50000, Logs: {'loss': -5557.587890625}
Epoch: 52000, Logs: {'loss': -5557.5224609375}
Epoch: 54000, Logs: {'loss': -5557.591796875}
Epoch: 56000, Logs: {'loss': -5557.5751953125}
Epoch: 58000, Logs: {'loss': -5557.59619140625}
Epoch: 60000, Logs: {'loss': -5557.59814453125}
Epoch: 62000, Logs: {'loss': -5557.6025390625}
Epoch: 64000, Logs: {'loss': -5557.5068359375}
Epoch: 66000, Logs: {'loss': -5557.603515625}
Epoch: 68000, Logs: {'loss': -5557.5859375}
Epoch: 70000, Logs: {'loss': -5557.60986328125}
Epoch: 72000, Logs: {'loss': -5557.6123046875}
Epoch: 74000, Logs: {'loss': -5557.6123046875}
Epoch: 76000, Logs: {'loss': -5557.6142578125}
Epoch: 78000, Logs: {'loss': -5557.61376953125}
Epoch: 80000, Logs: {'loss': -5557.6171875}
Epoch: 82000, Logs: {'loss': -5557.61865234375}
Epoch: 84000, Logs: {'loss': -5557.619140625}
Epoch: 86000, Logs: {'loss': -5557.61767578125}
Epoch: 88000, Logs: {'loss': -5557.619140625}
Epoch: 90000, Logs: {'loss': -5557.62109375}
Epoch: 92000, Logs: {'loss': -5557.50390625}
Epoch: 94000, Logs: {'loss': -5557.62109375}
Epoch: 96000, Logs: {'loss': -5557.623046875}
Epoch: 98000, Logs: {'loss': -5557.623046875}
